3,瑞龍堂中醫診所,名間鄉彰南路186號
4,鼎億堂中醫診所,南投縣竹山鎮集山路三段213號
5,宏昌中醫診所,草屯鎮虎山路827號
6,濟生中醫診所,埔里鎮中正路435號
7,中興大愛中醫診所,南投縣南投市學藝路5號
8,詠祥中醫診所,南投市中山街191號1樓
9,元和堂中醫診所,南投市仁德路57號
10,承心中醫診所,草屯鎮草鞋墩一街5、7號1F
11,十方中醫診所,埔里鎮西安路1段333號
12,永安中醫診所,南投縣草屯鎮明賢街一段28號
13,德安中醫診所,南投市彰南路2段510號
14,元濟中醫診所,埔里鎮中華路257號
15,和平中醫診所,水里鄉民權路252號
16,隆安中醫診所,南投市彰南路2段8號
17,首茗中醫診所,埔里鎮東華路120號1F
18,平安中醫診所,埔里鎮八德路12-2號1樓
19,一品堂中醫診所,南投市復興路78號
20,富康中醫診所,南投市祖祠路275號1樓
21,維康中醫診所,南投市三和一路87號
22,聖明中醫診所,草屯鎮碧山南路30號
23,民生中醫診所,埔里鎮民生路137號1樓
24,台中榮民總醫院埔里分院,埔里鎮榮光路1號
25,竹山秀傳醫院,竹山鎮集山路2段75號
26,埔里基督教醫院,埔里鎮鐵山路1號
27,聖恩中醫診所,南投市嘉和北路17.19號1樓
28,順安中醫診所,南投市大同街149號
29,禾安中醫診所,南投市民族路260號
30,福氣中醫診所,草屯鎮虎山路69號1F
31,冠雲中醫診所,埔里鎮中山路2段351號
32,施治寰中醫診所,埔里鎮南昌街183號
33,福康中醫診所,埔里鎮中山路2段92號
34,大眾中醫診所,埔里鎮南昌街202號
35,普仁中醫診所,埔里鎮東峰路19號
36,裕生中醫診所,埔里鎮四維路26~1號1F
37,晟瑞中醫診所,埔里鎮信義路335巷1號1樓
38,明山中醫診所,草屯鎮炎峰街17號
39,蒼生中醫診所,草屯鎮草溪路959號
40,洪日宏中醫診所,草屯鎮太平路1段503號1樓
41,鴻濟中醫診所,草屯鎮碧山南路112-1號
42,開明堂中醫診所,草屯鎮虎山路519號
43,豐本中醫診所,草屯鎮中山街216號
44,唐中醫診所,草屯鎮新生路169號
45,言臻中醫診所,草屯鎮太平路2段198號1F
46,永隆中醫診所,草屯鎮太平路1段95~1號1、2樓
47,萬安中醫診所,竹山鎮集山路3段785號
48,大明中醫診所,竹山鎮大明路183號
49,佑生中醫診所,名間鄉員集路126號
50,保生堂中醫診所,水里鄉民權路130號
51,寶光中醫診所,水里鄉民族路356號1樓
52,坤融中醫診所,南投市中山街154號1F
53,智全中醫診所,埔里鎮南興街279號
54,惠群中醫診所,竹山鎮橫街60號
55,益品安中醫診所,水里鄉民生路387號1樓
56,許美照中醫診所,台中市南屯區文心南五路一段642號1、2樓
57,仁一中醫診所,臺中市大里區東興里東明路271號
58,廣和中醫診所,台中市大雅區學府路250巷44號
59,宜德中醫診所,台中市北區天祥街72號
60,DR.SHEN醫豪中醫診所,台中市西區金山路29號
61,大台中和平中醫診所,台中市中區民權路156號1樓
62,聖沅中醫診所,台中市東區十甲路439號
63,漢昇中醫診所,台中市南屯區忠勇路27-3號
64,維信華信聯合門診華信中醫診所,台中市南屯區大墩路471號
65,酉安中醫診所,台中市南區美村南路113號一樓
66,大立內外科中醫診所,台中市東區復興路四段218-1號
67,安泰中醫診所,台中市北屯區昌平路一段105之10號
68,信宏中醫診所,台中市南區永東街49號
69,啟源中醫診所,台中市西屯區西屯路三段166～3號
70,許啟仁中醫診所,台中市大里區永隆路31號
71,歆安中醫診所,台中巿北屯區東山路一段204號
72,大謙經典中醫,台中市南屯區五權西路二段167號
73,賀康中醫診所,台中市北屯區景賢路99號
74,世傳中醫診所,台中市南區復興路二段34-7號
75,崇毓中醫診所,台中市東區十甲東路828號
76,羅萬右中醫診所,台中市西屯區河南路一段91號
77,仁美中醫診所,台中市西屯區文心路三段138之20號
78,恩民中醫診所,台中市西屯區上安路119號
79,佛教正德醫院,臺中巿南屯區文心南五路三段100號
80,北屯德濟中醫診所,台中市北屯區崇德八路一段158號
81,東方中醫診所,台中市南屯區向上路一段669號
82,和樂中醫診所,台中市南區復興路一段207巷22弄2號
83,松鶴二仙堂中醫診所,台中市北屯區中清路二段623號
84,一二三中醫診所,台中市西區建國路3號1樓
85,雲玥中醫診所,台中市西區向上路一段406號1.2樓
86,澄觀中醫診所,台中市南屯區公益路二段6號
87,德信中醫診所,台中市中區綠川西街175巷17號
88,仁美堂中醫診所,台中市北屯區豐樂路21之1號
89,鴻安中醫診所,台中市南屯區干城街291號
90,同濟中醫聯合診所,台中市北屯區中清路二段48號
91,惠文扶原中醫診所,台中市南屯區河南路四段528號
92,圓扶原中醫診所,台中市南區南屯路一段259號
93,扶原中醫診所,台中市北屯區熱河路二段117號
94,來佑安中醫診所,台中市北屯區熱河路三段67號
95,高堂中醫聯合診所,台中市西屯區重慶路229號
96,東興中醫診所,台中市西區東興路三段126-3號
97,慧心中醫診所,台中市西區公館路140號
98,慧心中醫診所,台中市公館路140號
99,富春中醫診所,台中市中區台灣大道一段567號
100,甘泉堂中醫診所,台中市東區和平街176號2樓
101,李德茂中醫診所,台中市北區梅川西路三段35巷6號
102,文唐中醫診所,台中市南屯區五權西路二段627號
103,芯泉中醫診所,台中市南區忠明南路821-6號
104,廣達中醫診所,台中市西屯區一段179號
105,文華中醫診所,台中市西屯區太原路一段234號
106,德濟中醫診所,台中市北區五權路488-8號
107,明荷中醫診所,台中市西區南屯路一段150號1樓
108,信澄中醫診所,台中市大里區國光路二段587號1樓
109,元熙中醫診所,台中市西屯區永福路139號2樓
110,成祐中醫診所,台中市西區公益路152-1號2樓
111,聖和中醫診所,臺中市東勢區南平里第二橫街40號
112,康程中醫診所,台中市南區復興路二段155-3號
113,存德中醫診所,台中市西區模範街9巷11號
114,國寶中醫診所,台中市北區博館一街12號1樓
115,緻宸中醫診所,台中市大雅區雅環路一段340號1樓
116,博康中醫診所,台中市西區博館路127號
117,寶田中醫診所,台中市北屯區崇德路一段552號1.2樓
118,臺中榮民總醫院,台中市西屯區台灣大道四段1650號
119,祥鶴中醫診所,台中市東區大智路294號
120,張白欣中醫診所,台中市西區文化街156號2樓之二
121,瑞恩中醫診所,台中市神岡區神岡路38號
122,衛生福利部臺中醫院,台中市西區三民路一段199號
123,匯智中醫診所,台中市北屯區河北路二段223號1、2F
124,一品堂南屯中醫診所,台中市南屯區永春東一路700號
125,恒安中醫診所,台中市潭子區中山路一段17-8號
126,永康中醫聯合診所,台中市北屯區中清路二段416號
127,國軍臺中總醫院中清分院,台中市北區忠明路500號。
128,中山醫學大學附設醫院,台中市南區建國北路一段110號
129,中山醫學大學附設醫院中興分院,台中市南區復興路2段11號
130,中國醫藥大學附設醫院中醫部,台中市北區育德路2號
131,仁祐堂中醫診所,台中市東勢區豐勢路487號 1樓
132,永丞中醫診所,台中市太平區樹孝路487號1樓
133,仁源中醫診所,台中市太平區長億六街116號
134,弘濟堂中醫診所,台中市東區忠孝路386號
135,民安中醫診所,台中市東區進化路185號
136,宏樺中醫診所,台中市西區博館二街259號1樓
137,澄心堂中醫診所,台中市西區三民西路99號
138,雙木中醫診所,台中市西區府後街11號
139,淮聖中醫診所,台中市西區梅川西路一段137號
140,御中醫診所,台中市南區復興北路30號
141,民和中醫診所,台中市南區文心南路901巷26號
142,醫林中醫診所,台中市北區進化北路378-29號
143,椿生中醫診所,台中市北區興進路102號一樓
144,台中崇德仁心堂中醫診所,台中市北區崇德路一段280號
145,御元中醫診所,台中市西屯區國安一路65號
146,圓通中醫診所,台中市西屯區杏林路26巷8號1樓
147,大進中醫診所,台中市南屯區大進街102號1樓
148,明雅堂中醫診所,台中市南屯區向上路一段574號1樓
149,郭芳序中醫診所,台中市南屯區文心路一段175號
150,德馨中醫診所,台中市南屯區東興路二段203號
151,益安中醫診所,台中市北屯區松竹路二段138號
152,群復中醫診所,台中市北屯區大連路二段242號
153,大德中醫診所,台中市北屯區松竹五路一段267號1樓
154,一貫堂中醫診所,台中市北屯區豐樂路11－1號1－2樓
155,夏禾中醫診所,台中市北屯區建和路二段271號1樓
156,龍中醫診所,台中市北屯區梅川西路四段291號1樓
157,宏蓁中醫診所,台中市北屯區天津路三段89號
158,日禾中醫診所,台中市北屯區中清路二段309號
159,弘生堂中醫診所,台中市東區忠孝路476號
160,蔡順輝中醫診所,台中市西區五權五街82-4號
161,靖唐中醫診所,台中市西區五權西一街11號
162,公益中醫診所,台中市西區向上北路231號
163,昭理中醫診所,台中市西區公益路48號1樓
164,長春中醫診所,台中市南區復興路三段360號
165,順天堂中醫診所,台中市南區文心南十路210號
166,明功堂中醫診所,台中市北區成功路428號
167,長青中醫診所,台中市北區東漢街7號1樓
168,大同中醫聯合診所,台中市西屯區黎明路三段308號
169,主安中醫診所,台中市西屯區河南路二段357號
170,信德中醫診所,台中市西屯區太原路一段197號
171,漢華中醫診所,台中市西屯區黎明路3段381－383號
172,神農讚中醫診所,台中市西屯區漢口路一段133號
173,喬邦中醫診所,台中市西屯區西屯路三段166之41號
174,醫龍中醫診所,台中市西屯區上安路132號1樓
175,詮恩中醫診所,台中市西屯區西屯路三段166-76號
176,辰安堂中醫診所,台中市南屯區精誠南路139號
177,臻品中醫診所,台中市南屯區東興路二段341號
178,東辰中醫診所,台中市南屯區河南路四段240號
179,保生中醫診所,台中市北屯區國校巷20號
180,晏琳中醫診所,台中市北屯區東山路一段197-5號
181,惠民中醫診所,台中市北屯區興安路一段270號1樓
182,光華中醫診所,台中市北屯區崇德路二段323號
183,千庭中醫診所,台中市北屯區北屯路441之8號
184,崇德中醫診所,台中市北屯區松竹路三段43號1樓
185,惠康中醫診所,台中市北屯區文昌二街82號
186,健祥中醫診所,台中市北區日興街182號1樓
187,行願中醫診所,台中市東區力行路50號1樓
188,睿生中醫診所,台中市北屯區松竹路二段321號
189,工學北中醫診所,台中市南區工學北路65-1號
190,奇恒中醫診所,台中市南屯區文心路一段428號
191,愛仁中醫診所,台中市南屯路二段708好號
192,信安中醫診所,台中市西區大進街210號1樓
193,沐炅中醫診所,台中市北屯區太和一街91號
194,華泰中醫診所,台北市松山區新東街66巷18號1樓
195,天和堂中醫診所,台北市文山區景美街1－5號1樓
196,天璽中醫診所,台北市北市北投區裕民二路33巷2號1樓
197,漢方中醫聯合診所,台北市萬華區西園路2段254巷5號
198,杏福中醫診所,台北市大安區復興南路二段131號一樓
199,指筌中醫診所,台北市士林區德行西路102號1樓
200,大安悅兒親子中醫診所,台北市大安區光復南路432號
201,滋和堂中醫診所,台北市中山區新生北路一段59-1號
202,興安養生堂中醫診所,北市中山區興安街51之6號
203,同德中醫診所,台北市南港區同德路30號
204,雙連中醫診所,台北市中山區民生西路6號9樓
205,慈護晶璽中醫診所,台北市信義區松信路38號
206,騏安中醫診所,台北市金湖路386號
207,天方中醫診所,台北市士林區中山北路六段157巷14號1樓
208,寧波中醫診所,台北市寧波西街80-1號
209,理想中醫診所,台北市松山區南京東路五段46號2樓
210,建榮中醫診所,台北市內湖區成功路三段174巷16號
211,駿琳大直中醫診所,台北市北安路598之一號
212,佳譽堂中醫診所,台北市中正區寧波西街71號
213,全德中醫診所,台北市大安區羅斯福路三段37號3樓
214,大直北安中醫診所,台北市中山區北安路575號
215,宏福中醫診所,台北市文山區木柵路一段182號1樓
216,寶安中醫診所,台北市士林區中正路407號1樓
217,欣百漢中醫診所,台北市松山區南京東路五段80號
218,錦禾中醫診所,台北市內湖區港墘路121號
219,士林錦禾中醫診所,台北市士林區士東路16號
220,厚德中醫診所,台北市中正區南昌路一段53號
221,新光醫院,台北市士林區士商路51號
222,澄玥中醫診所,台北市中山區松江路100巷1號1樓
223,雲鼎中醫診所,台北市大安區光復南路306號
224,雲品中醫診所,台北市大安區忠孝東路四段216巷19弄4號
225,澄觀中醫診所,台北市中山區吉林路23號
226,悅展中醫診所,台北市士林區延平北路五段243號
227,昇陽一品中醫診所,台北市大安區敦化南路一段236巷9號
228,昇陽中醫診所,台北市大安區潮州街85號
229,仲佑中醫診所,台北市松山區八德路三段212號1樓
230,聖心中醫診所,台北市信義區和平東路三段391巷28號
231,日明耀中醫診所,台北市中正區重慶南路一段66之1號2樓
232,學德堂中醫診所,台北市中山區松江路97巷2-1號
233,保惠中醫診所,台北市大安區嘉興街363巷18弄1號
234,明昇中醫診所,台北市大同區赤峰街13號1樓
235,德昌中醫診所,台北市松山區延吉街38號1樓
236,醫心堂中醫診所,台北市大安區信義路四段267號二樓
237,星福中醫診所,台北市文山區景興路93號
238,汀洲中醫診所,台北市中正區汀州路2段213號1樓
239,峻毅中醫診所,台北市中正區和平西路1段30號
240,上璽中醫診所,台北市大安區信義路四段一號7樓之1
241,恩濟堂中醫診所,台北市中山區復興北路514巷63號
242,得原中醫診所,台北市北市中山區錦州街259號1樓
243,翰林中醫診所,台北市南港區研究院路一段27號
244,大道中醫診所,台北市中正區忠孝西路一段41號8樓之6
245,太淵中醫診所,台北市信義區松山路335號
246,三軍總醫院附設民眾診療服務處,台北市內湖區成功路2段325號
247,惠眾中醫診所,台北市士林區美德街70號
248,泰興中醫診所,台北市內湖路一段629巷10號1樓
249,台北馬偕紀念醫院,台北市中山區中山北路二段92號
250,天一中醫診所,台北市大同區重慶北路三段98號
251,養生堂中醫診所,台北市文山區忠順街一段80號
252,麗風堂中醫診所,台北市中山區中山北路二段12號2樓
253,新生中醫診所,台北市中山區興安街91號
254,慈愛中醫診所,台北市北投區自強街108號
255,民昇中醫診所,台北市民生東路五段87號
256,仁心堂中醫診所,台北市中山區長春路267號1樓
257,鼎昌中醫診所,台北市中山區南京東路三段200號3樓之2
258,昀漾中醫診所,臺北市士林區文林路558號
259,忠孝昌盛堂中醫診所,台北市大安區忠孝東路4段205巷7弄1號3樓
260,欣悅中醫診所,台北市松山區南京東路四段193號
261,新悅中醫診所,台北市大同區民生西路71號1樓
262,明悅中醫診所,台北市大安區忠孝東路四段210-1號9樓
263,陳潮宗中醫診所,台北市大同區民權西路127號
264,士林同仁中醫診所,台北市士林區文林路402號
265,善揚中醫診所,台北市北投區西安街1段157號
266,定傳中醫診所,台北市北投區懷德街3-7號
267,薇晶中醫診所,台北市大安區忠孝東路四段270號2樓之1
268,台北長庚紀念醫院,台北市松山區敦化北路199號
269,中國醫藥大學附設醫院臺北分院,台北市內湖區內湖路二段360號
270,台北醫學大學附設醫院,台北市信義區吳興街252號
271,臺北市立萬芳醫院,台北市文山區興隆路三段111號
272,仁和堂中醫診所,台北市松山區八德路四段201號
273,博康中醫診所,台北市松山區南京東路五段280號1F
274,渼生堂中醫診所,台北市松山區八德路三段138號
275,春日和中醫診所,台北市松山區復興北路81巷35號
276,金龍堂中醫診所,台北市大安區泰順街17號一樓
277,醫道堂黃中醫診所,台北市大安區延吉街233之3號二樓
278,吉辰中醫診所,台北市大安區復興南路二段321號
279,宏秀堂中醫診所,台北市政大安區忠孝東路三段217巷2弄16號1樓
280,瑞康中醫診所,台北市大安區瑞安街208巷24弄12號
281,京禾中醫診所,台北市大安區復興南路二段173-1號2樓
282,景崧現代中醫診所,台北市大安區臨江里基隆路二段148號
283,大觀堂中醫診所,台北市大安區延吉街118號
284,吉升堂中醫診所,台北市泰順街44巷13號
285,樂業中醫診所,台北市大安區樂業街59號
286,易明中醫診所,台北市大安區辛亥路2段39號
287,康禾中醫診所,台北市大安區羅斯福路三段275號2樓
288,樂陽中醫診所,台北市大安區和平東路三段304號
289,德霖中醫診所,台北市大安區信義路四段168號1樓
290,詠恩中醫診所,台北市大安區和平東路三段236號
291,順天堂中醫診所,台北市大同區昌吉街79號
292,良元中醫診所,台北市大同區長安西路51-1號
293,京水堂中醫診所,台北市南京西路22號3樓
294,德全中醫診所,台北市中山區錦卅街171號
295,朝暉中醫診所,台北市中山區龍江路281巷1號2樓
296,有聲中醫診所,台北市中山區中原街50號
297,常生中醫診所,台北市中山區長安東路二段47號
298,元氣堂中醫診所,台北市中山區吉林路223號
299,景欣中醫診所,台北市中山區南京東路2段95號2樓
300,禾儒中醫診所,台北市中山區松江路268號5樓
301,傳愛經典中醫診所,台北市中山區龍江路29號
302,詠生中醫診所,台北市中山區樂群二路196號
303,東仁中醫診所,台北市錦州街275號
304,林國榮中醫診所,台北市民生東路二段112號
305,昌盛堂中醫診所,台北市中山區松江路277號2樓
306,吉林中醫診所,台北市中山區吉林路428號
307,醫誠堂中醫診所,台北市中山區龍江路185-1號一樓
308,晴光中醫診所,台北市中山區雙城街四巷2號
309,祐瑞中醫診所,台北市中山區松江路69巷11號1樓
310,璟榮中醫診所,台北市東湖路43巷31號
311,麗馨中醫診所,台北市內湖區東湖路120號2樓
312,恩光中醫診所,台北市內湖區江南街15號
313,善品中醫診所,台北市內湖區成功路四段30巷22號
314,瀚威中醫診所,台北市內湖區新明路277號
315,杞子中醫診所,台北市南港區南港路一段 169號2樓
316,信愛中醫診所,台北市士林區文林路478號1樓
317,新長庚中醫診所,台北市士林區大東路176號一樓
318,寬安中醫診所,台北市士林區士東路50號
319,顏居雲中醫診所,台北市士林區華齡街72號1樓
320,仰德中醫診所,台北市士林區天母北路18號
321,福華中醫診所,台北市忠誠路二段76巷8號1樓
322,一春堂中醫診所,台北市士林區德行東路187-1號
323,芝音中醫診所,台北市士林區福華路128巷10號
324,承新中醫診所,台北市士林區中正路203號2樓
325,社子中醫診所,台北市士林區延平北路六段87號
326,承德中醫診所,台北市士林區大南路277號1樓
327,泰昌堂中醫診所,台北市中山北路六段208號2F
328,耕德中醫診所,台北市北投區中央北路一段38號
329,華杏中醫診所,台北市北投區西安街一段369號二樓
330,佳禾中醫診所,台北市北投區石牌路一段101號
331,石牌尊賢中醫診所,台北市北投區尊賢街249巷2號
332,悅馨中醫診所,台北市北投區西安街一段173號
333,三合中醫診所,台北市北投區三合街二段446號
334,全禾中醫診所,台北市北投區光明路166號1樓
335,蔡榮鏡中醫診所,台北市信義區林口街24巷8號
336,大成中醫診所,台北市信義區永吉路200巷56弄2號
337,陳士源中醫診所,台北市信義區永吉路492號1樓
338,格康中醫診所,台北市信義區莊敬路437號1樓
339,興漢中醫診所,台北市信義區虎林街121巷10號1樓
340,微笑中醫診所,台北市信義區忠孝東路五段71巷11弄2號
341,心悅中醫診所,台北市信義區忠孝東路五段482號3樓之1
342,歸元中醫診所,台北市虎林街132巷32號1樓
343,頌讚中醫診所,台北市信義區莊敬路325巷4號
344,昫安中醫診所,台北市信義區永吉路527號2樓
345,沄禾中醫診所,台北市信義區林口街192號
346,同安中醫診所,台北市中正區同安街41號
347,珍仁堂中醫診所,台北市新生南路一段110之2號
348,和平中醫診所,台北市和平西路二段123號
349,張順晶中醫診所,台北市中正區羅斯福路二段44號5樓
350,永康中醫診所,台北市中正區連雲街75號
351,六節中醫診所,台北市中正區汀州路2段198號
352,天心中醫診所,台北市中正區武昌街一段33號
353,東門中醫診所,台北市中正區連雲街81號2樓
354,茂澤中醫診所,台北市中正區臨沂街6巷5號1樓
355,沂禾中醫診所,台北市中正區臨沂街33巷38號1樓
356,岐善中醫診所,台北市萬華區中華路二段484巷14-3號
357,昱安堂中醫診所,台北市萬華區貴陽街二段135號
358,信願堂中醫診所,台北市木新路二段118號
359,吳明珠中醫診所,台北市文山區羅斯福路5段21號2樓之1
360,常春藤中醫診所,台北市文山區羅斯福路五段197號2樓
361,真善美中醫診所,台北市文山區忠順街一段129號
362,京順中醫診所,台北市文山區興隆路三段52號2樓
363,玉函中醫診所,台北市文山區木柵路一段159號
364,至善醫坊中醫診所,台北市文山區景文街46-1號2樓
365,百齡中醫診所,台北市士林區華齡街57號
366,宏達中醫診所,台北市中正區汀州路三段211號2樓
367,德方中醫診所,台北市文山區景興路39-2號
368,元品中醫診所,台北市文山區興隆路三段174號1樓
369,靖妃中醫診所,台北市敦化南路2段63巷58號1樓
370,百弘中醫診所,台北市大安區忠孝東路四段15號3樓之1
371,康禾堂中醫診所,臺北市北投區西安街二段335號
372,十方中醫診所,臺北市北投區中和街228號
373,泓欽中醫診所,澎湖縣馬公市中興路63號
374,永昌漢方中醫診所,台北市松山區南京東路5段123巷2弄25號1樓
375,安德中醫診所,台北市景福街228號1樓
376,璞真中醫診所,台北市大安區忠孝東路四段311號2樓之4
377,陳運瑩中醫診所,台北市信義路四段265巷10弄2-1號
378,福田中醫診所,台北市中山區復興北路350號二樓之一
379,彭燕婷中醫診所,台北市大安區和平東路一段171號3F-2
380,幸吉堂中醫診所,台北市中正區汀州路一段169號
381,尊生堂中醫診所,台北市松山區塔悠路47號
382,普濟中醫診所,台北市士林區福國路98-5號一樓
383,聖醫中醫診所,台北市信義區松山路245號
384,詠樂中醫診所,台北市內湖區內湖路1段373號
385,詠淳中醫診所,台北市信義區虎林街82巷31號
386,健群中醫診所,台北市北投區石牌路一段166巷116號
387,禾頤中醫診所,台北市大安區忠孝東路四段231號11樓之1
388,時英中醫診所,北市大安區辛亥路ㄧ段89號1樓
389,民生瀚威中醫診所,台北市松山區新中街25號
390,漢坤中醫診所,台北市中山區北安路458巷41弄40號
391,宏森中醫診所,臺北市信義區吳興街115 號
392,賜安中醫診所,台東市中山路354號
