1003,瑞龍堂中醫診所,名間鄉彰南路186號
1004,鼎億堂中醫診所,南投縣竹山鎮集山路三段213號
1005,宏昌中醫診所,草屯鎮虎山路827號
1006,濟生中醫診所,埔里鎮中正路435號
1007,中興大愛中醫診所,南投縣南投市學藝路5號
1008,詠祥中醫診所,南投市中山街191號1樓
1009,元和堂中醫診所,南投市仁德路57號
1010,承心中醫診所,草屯鎮草鞋墩一街5、7號1F
1011,十方中醫診所,埔里鎮西安路1段333號
1012,永安中醫診所,南投縣草屯鎮明賢街一段28號
1013,德安中醫診所,南投市彰南路2段510號
1014,元濟中醫診所,埔里鎮中華路257號
1015,和平中醫診所,水里鄉民權路252號
1016,隆安中醫診所,南投市彰南路2段8號
1017,首茗中醫診所,埔里鎮東華路120號1F
1018,平安中醫診所,埔里鎮八德路12-2號1樓
1019,一品堂中醫診所,南投市復興路78號
1020,富康中醫診所,南投市祖祠路275號1樓
1021,維康中醫診所,南投市三和一路87號
1022,聖明中醫診所,草屯鎮碧山南路30號
1023,民生中醫診所,埔里鎮民生路137號1樓
1024,台中榮民總醫院埔里分院,埔里鎮榮光路1號
1025,竹山秀傳醫院,竹山鎮集山路2段75號
1026,埔里基督教醫院,埔里鎮鐵山路1號
1027,聖恩中醫診所,南投市嘉和北路17.19號1樓
1028,順安中醫診所,南投市大同街149號
1029,禾安中醫診所,南投市民族路260號
1030,福氣中醫診所,草屯鎮虎山路69號1F
1031,冠雲中醫診所,埔里鎮中山路2段351號
1032,施治寰中醫診所,埔里鎮南昌街183號
1033,福康中醫診所,埔里鎮中山路2段92號
1034,大眾中醫診所,埔里鎮南昌街202號
1035,普仁中醫診所,埔里鎮東峰路19號
1036,裕生中醫診所,埔里鎮四維路26~1號1F
1037,晟瑞中醫診所,埔里鎮信義路335巷1號1樓
1038,明山中醫診所,草屯鎮炎峰街17號
1039,蒼生中醫診所,草屯鎮草溪路959號
1040,洪日宏中醫診所,草屯鎮太平路1段503號1樓
1041,鴻濟中醫診所,草屯鎮碧山南路112-1號
1042,開明堂中醫診所,草屯鎮虎山路519號
1043,豐本中醫診所,草屯鎮中山街216號
1044,唐中醫診所,草屯鎮新生路169號
1045,言臻中醫診所,草屯鎮太平路2段198號1F
1046,永隆中醫診所,草屯鎮太平路1段95~1號1、2樓
1047,萬安中醫診所,竹山鎮集山路3段785號
1048,大明中醫診所,竹山鎮大明路183號
1049,佑生中醫診所,名間鄉員集路126號
1050,保生堂中醫診所,水里鄉民權路130號
1051,寶光中醫診所,水里鄉民族路356號1樓
1052,坤融中醫診所,南投市中山街154號1F
1053,智全中醫診所,埔里鎮南興街279號
1054,惠群中醫診所,竹山鎮橫街60號
1055,益品安中醫診所,水里鄉民生路387號1樓
1056,許美照中醫診所,台中市南屯區文心南五路一段642號1、2樓
1057,仁一中醫診所,臺中市大里區東興里東明路271號
1058,廣和中醫診所,台中市大雅區學府路250巷44號
1059,宜德中醫診所,台中市北區天祥街72號
1060,DR.SHEN醫豪中醫診所,台中市西區金山路29號
1061,大台中和平中醫診所,台中市中區民權路156號1樓
1062,聖沅中醫診所,台中市東區十甲路439號
1063,漢昇中醫診所,台中市南屯區忠勇路27-3號
1064,維信華信聯合門診華信中醫診所,台中市南屯區大墩路471號
1065,酉安中醫診所,台中市南區美村南路113號一樓
1066,大立內外科中醫診所,台中市東區復興路四段218-1號
1067,安泰中醫診所,台中市北屯區昌平路一段105之10號
1068,信宏中醫診所,台中市南區永東街49號
1069,啟源中醫診所,台中市西屯區西屯路三段166～3號
1070,許啟仁中醫診所,台中市大里區永隆路31號
1071,歆安中醫診所,台中市北屯區東山路一段204號
1072,大謙經典中醫,台中市南屯區五權西路二段167號
1073,賀康中醫診所,台中市北屯區景賢路99號
1074,世傳中醫診所,台中市南區復興路二段34-7號
1075,崇毓中醫診所,台中市東區十甲東路828號
1076,羅萬右中醫診所,台中市西屯區河南路一段91號
1077,仁美中醫診所,台中市西屯區文心路三段138之20號
1078,恩民中醫診所,台中市西屯區上安路119號
1079,佛教正德醫院,臺中市南屯區文心南五路三段100號
1080,北屯德濟中醫診所,台中市北屯區崇德八路一段158號
1081,東方中醫診所,台中市南屯區向上路一段669號
1082,和樂中醫診所,台中市南區復興路一段207巷22弄2號
1083,松鶴二仙堂中醫診所,台中市北屯區中清路二段623號
1084,一二三中醫診所,台中市西區建國路3號1樓
1085,雲玥中醫診所,台中市西區向上路一段406號1.2樓
1086,澄觀中醫診所,台中市南屯區公益路二段6號
1087,德信中醫診所,台中市中區綠川西街175巷17號
1088,仁美堂中醫診所,台中市北屯區豐樂路21之1號
1089,鴻安中醫診所,台中市南屯區干城街291號
1090,同濟中醫聯合診所,台中市北屯區中清路二段48號
1091,惠文扶原中醫診所,台中市南屯區河南路四段528號
1092,圓扶原中醫診所,台中市南區南屯路一段259號
1093,扶原中醫診所,台中市北屯區熱河路二段117號
1094,來佑安中醫診所,台中市北屯區熱河路三段67號
1095,高堂中醫聯合診所,台中市西屯區重慶路229號
1096,東興中醫診所,台中市西區東興路三段126-3號
1097,慧心中醫診所,台中市西區公館路140號
1098,慧心中醫診所,台中市公館路140號
1099,富春中醫診所,台中市中區台灣大道一段567號
1100,甘泉堂中醫診所,台中市東區和平街176號2樓
1101,李德茂中醫診所,台中市北區梅川西路三段35巷6號
1102,文唐中醫診所,台中市南屯區五權西路二段627號
1103,芯泉中醫診所,台中市南區忠明南路821-6號
1104,廣達中醫診所,台中市西屯區一段179號
