3,837,南投縣,瑞龍堂中醫診所,名間鄉彰南路186號
4,835,南投縣,鼎億堂中醫診所,南投縣竹山鎮集山路三段213號
5,825,南投縣,宏昌中醫診所,草屯鎮虎山路827號
6,810,南投縣,濟生中醫診所,埔里鎮中正路435號
7,1506,南投縣,中興大愛中醫診所,南投縣南投市學藝路5號
8,806,南投縣,詠祥中醫診所,南投市中山街191號1樓
9,797,南投縣,元和堂中醫診所,南投市仁德路57號
10,829,南投縣,承心中醫診所,草屯鎮草鞋墩一街5、7號1F
11,809,南投縣,十方中醫診所,埔里鎮西安路1段333號
12,826,南投縣,永安中醫診所,南投縣草屯鎮明賢街一段28號
13,795,南投縣,德安中醫診所,南投市彰南路2段510號
14,813,南投縣,元濟中醫診所,埔里鎮中華路257號
15,839,南投縣,和平中醫診所,水里鄉民權路252號
16,798,南投縣,隆安中醫診所,南投市彰南路2段8號
17,816,南投縣,首茗中醫診所,埔里鎮東華路120號1F
18,817,南投縣,平安中醫診所,埔里鎮八德路12-2號1樓
19,796,南投縣,一品堂中醫診所,南投市復興路78號
20,803,南投縣,富康中醫診所,南投市祖祠路275號1樓
21,800,南投縣,維康中醫診所,南投市三和一路87號
22,822,南投縣,聖明中醫診所,草屯鎮碧山南路30號
23,818,南投縣,民生中醫診所,埔里鎮民生路137號1樓
24,792,南投縣,台中榮民總醫院埔里分院,埔里鎮榮光路1號
25,793,南投縣,竹山秀傳醫院,竹山鎮集山路2段75號
26,794,南投縣,埔里基督教醫院,埔里鎮鐵山路1號
27,799,南投縣,聖恩中醫診所,南投市嘉和北路17.19號1樓
28,801,南投縣,順安中醫診所,南投市大同街149號
29,804,南投縣,禾安中醫診所,南投市民族路260號
30,805,南投縣,福氣中醫診所,草屯鎮虎山路69號1F
31,807,南投縣,冠雲中醫診所,埔里鎮中山路2段351號
32,808,南投縣,施治寰中醫診所,埔里鎮南昌街183號
33,811,南投縣,福康中醫診所,埔里鎮中山路2段92號
34,812,南投縣,大眾中醫診所,埔里鎮南昌街202號
35,814,南投縣,普仁中醫診所,埔里鎮東峰路19號
36,815,南投縣,裕生中醫診所,埔里鎮四維路26~1號1F
37,819,南投縣,晟瑞中醫診所,埔里鎮信義路335巷1號1樓
38,820,南投縣,明山中醫診所,草屯鎮炎峰街17號
39,821,南投縣,蒼生中醫診所,草屯鎮草溪路959號
40,823,南投縣,洪日宏中醫診所,草屯鎮太平路1段503號1樓
41,824,南投縣,鴻濟中醫診所,草屯鎮碧山南路112-1號
42,827,南投縣,開明堂中醫診所,草屯鎮虎山路519號
43,828,南投縣,豐本中醫診所,草屯鎮中山街216號
44,830,南投縣,唐中醫診所,草屯鎮新生路169號
45,831,南投縣,言臻中醫診所,草屯鎮太平路2段198號1F
46,832,南投縣,永隆中醫診所,草屯鎮太平路1段95~1號1、2樓
47,833,南投縣,萬安中醫診所,竹山鎮集山路3段785號
48,834,南投縣,大明中醫診所,竹山鎮大明路183號
49,836,南投縣,佑生中醫診所,名間鄉員集路126號
50,838,南投縣,保生堂中醫診所,水里鄉民權路130號
51,840,南投縣,寶光中醫診所,水里鄉民族路356號1樓
52,1545,南投縣,坤融中醫診所,南投市中山街154號1F
53,1546,南投縣,智全中醫診所,埔里鎮南興街279號
54,1547,南投縣,惠群中醫診所,竹山鎮橫街60號
55,1548,南投縣,益品安中醫診所,水里鄉民生路387號1樓
56,742,台中市,許美照中醫診所,台中市南屯區文心南五路一段642號1、2樓
57,1537,台中市,仁一中醫診所,臺中市大里區東興里東明路271號
58,1590,台中市,廣和中醫診所,台中市大雅區學府路250巷44號
59,723,台中市,宜德中醫診所,台中市北區天祥街72號
60,708,台中市,DR.SHEN醫豪中醫診所,台中市西區金山路29號
61,1564,台中市,大台中和平中醫診所,台中市中區民權路156號1樓
62,649,台中市,聖沅中醫診所,台中市東區十甲路439號
63,735,台中市,漢昇中醫診所,台中市南屯區忠勇路27-3號
64,736,台中市,維信華信聯合門診華信中醫診所,台中市南屯區大墩路471號
65,716,台中市,酉安中醫診所,台中市南區美村南路113號一樓
66,1599,台中市,大立內外科中醫診所,台中市東區復興路四段218-1號
67,745,台中市,安泰中醫診所,台中市北屯區昌平路一段105之10號
68,717,台中市,信宏中醫診所,台中市南區永東街49號
69,731,台中市,啟源中醫診所,台中市西屯區西屯路三段166～3號
70,648,台中市,許啟仁中醫診所,台中市大里區永隆路31號
71,686,台中市,歆安中醫診所,台中巿北屯區東山路一段204號
72,680,台中市,大謙經典中醫,台中市南屯區五權西路二段167號
73,691,台中市,賀康中醫診所,台中市北屯區景賢路99號
74,715,台中市,世傳中醫診所,台中市南區復興路二段34-7號
75,699,台中市,崇毓中醫診所,台中市東區十甲東路828號
76,1447,台中市,羅萬右中醫診所,台中市西屯區河南路一段91號
77,724,台中市,仁美中醫診所,台中市西屯區文心路三段138之20號
78,1368,台中市,恩民中醫診所,台中市西屯區上安路119號
79,1507,台中市,佛教正德醫院,臺中巿南屯區文心南五路三段100號
80,697,台中市,北屯德濟中醫診所,台中市北屯區崇德八路一段158號
81,741,台中市,東方中醫診所,台中市南屯區向上路一段669號
82,660,台中市,和樂中醫診所,台中市南區復興路一段207巷22弄2號
83,746,台中市,松鶴二仙堂中醫診所,台中市北屯區中清路二段623號
84,703,台中市,一二三中醫診所,台中市西區建國路3號1樓
85,659,台中市,雲玥中醫診所,台中市西區向上路一段406號1.2樓
86,681,台中市,澄觀中醫診所,台中市南屯區公益路二段6號
87,698,台中市,德信中醫診所,台中市中區綠川西街175巷17號
88,685,台中市,仁美堂中醫診所,台中市北屯區豐樂路21之1號
89,1565,台中市,鴻安中醫診所,台中市南屯區干城街291號
90,744,台中市,同濟中醫聯合診所,台中市北屯區中清路二段48號
91,683,台中市,惠文扶原中醫診所,台中市南屯區河南路四段528號
92,664,台中市,圓扶原中醫診所,台中市南區南屯路一段259號
93,687,台中市,扶原中醫診所,台中市北屯區熱河路二段117號
94,749,台中市,來佑安中醫診所,台中市北屯區熱河路三段67號
95,726,台中市,高堂中醫聯合診所,台中市西屯區重慶路229號
96,705,台中市,東興中醫診所,台中市西區東興路三段126-3號
97,1369,台中市,慧心中醫診所,台中市西區公館路140號
98,1451,台中市,慧心中醫診所,台中市公館路140號
99,1448,台中市,富春中醫診所,台中市中區台灣大道一段567號
100,1619,台中市,甘泉堂中醫診所,台中市東區和平街176號2樓
101,721,台中市,李德茂中醫診所,台中市北區梅川西路三段35巷6號
102,740,台中市,文唐中醫診所,台中市南屯區五權西路二段627號
103,663,台中市,芯泉中醫診所,台中市南區忠明南路821-6號
104,672,台中市,廣達中醫診所,台中市西屯區一段179號
105,673,台中市,文華中醫診所,台中市西屯區太原路一段234號
106,1403,台中市,德濟中醫診所,台中市北區五權路488-8號
107,711,台中市,明荷中醫診所,台中市西區南屯路一段150號1樓
108,647,台中市,信澄中醫診所,台中市大里區國光路二段587號1樓
109,674,台中市,元熙中醫診所,台中市西屯區永福路139號2樓
110,656,台中市,成祐中醫診所,台中市西區公益路152-1號2樓
111,1535,台中市,聖和中醫診所,臺中市東勢區南平里第二橫街40號
112,661,台中市,康程中醫診所,台中市南區復興路二段155-3號
113,701,台中市,存德中醫診所,台中市西區模範街9巷11號
114,722,台中市,國寶中醫診所,台中市北區博館一街12號1樓
115,644,台中市,緻宸中醫診所,台中市大雅區雅環路一段340號1樓
116,654,台中市,博康中醫診所,台中市西區博館路127號
117,688,台中市,寶田中醫診所,台中市北屯區崇德路一段552號1.2樓
118,637,台中市,臺中榮民總醫院,台中市西屯區台灣大道四段1650號
119,650,台中市,祥鶴中醫診所,台中市東區大智路294號
120,704,台中市,張白欣中醫診所,台中市西區文化街156號2樓之二
121,642,台中市,瑞恩中醫診所,台中市神岡區神岡路38號
122,635,台中市,衛生福利部臺中醫院,台中市西區三民路一段199號
123,1366,台中市,匯智中醫診所,台中市北屯區河北路二段223號1、2F
124,676,台中市,一品堂南屯中醫診所,台中市南屯區永春東一路700號
125,643,台中市,恒安中醫診所,台中市潭子區中山路一段17-8號
126,747,台中市,永康中醫聯合診所,台中市北屯區中清路二段416號
127,636,台中市,國軍臺中總醫院中清分院,台中市北區忠明路500號。
128,638,台中市,中山醫學大學附設醫院,台中市南區建國北路一段110號
129,639,台中市,中山醫學大學附設醫院中興分院,台中市南區復興路2段11號
130,640,台中市,中國醫藥大學附設醫院中醫部,台中市北區育德路2號
131,641,台中市,仁祐堂中醫診所,台中市東勢區豐勢路487號 1樓
132,645,台中市,永丞中醫診所,台中市太平區樹孝路487號1樓
133,646,台中市,仁源中醫診所,台中市太平區長億六街116號
134,651,台中市,弘濟堂中醫診所,台中市東區忠孝路386號
135,652,台中市,民安中醫診所,台中市東區進化路185號
136,653,台中市,宏樺中醫診所,台中市西區博館二街259號1樓
137,655,台中市,澄心堂中醫診所,台中市西區三民西路99號
138,657,台中市,雙木中醫診所,台中市西區府後街11號
139,658,台中市,淮聖中醫診所,台中市西區梅川西路一段137號
140,665,台中市,御中醫診所,台中市南區復興北路30號
141,666,台中市,民和中醫診所,台中市南區文心南路901巷26號
142,667,台中市,醫林中醫診所,台中市北區進化北路378-29號
143,668,台中市,椿生中醫診所,台中市北區興進路102號一樓
144,669,台中市,台中崇德仁心堂中醫診所,台中市北區崇德路一段280號
145,670,台中市,御元中醫診所,台中市西屯區國安一路65號
146,671,台中市,圓通中醫診所,台中市西屯區杏林路26巷8號1樓
147,675,台中市,大進中醫診所,台中市南屯區大進街102號1樓
148,678,台中市,明雅堂中醫診所,台中市南屯區向上路一段574號1樓
149,679,台中市,郭芳序中醫診所,台中市南屯區文心路一段175號
150,682,台中市,德馨中醫診所,台中市南屯區東興路二段203號
151,684,台中市,益安中醫診所,台中市北屯區松竹路二段138號
152,689,台中市,群復中醫診所,台中市北屯區大連路二段242號
153,690,台中市,大德中醫診所,台中市北屯區松竹五路一段267號1樓
154,692,台中市,一貫堂中醫診所,台中市北屯區豐樂路11－1號1－2樓
155,693,台中市,夏禾中醫診所,台中市北屯區建和路二段271號1樓
156,694,台中市,龍中醫診所,台中市北屯區梅川西路四段291號1樓
157,695,台中市,宏蓁中醫診所,台中市北屯區天津路三段89號
158,696,台中市,日禾中醫診所,台中市北屯區中清路二段309號
159,700,台中市,弘生堂中醫診所,台中市東區忠孝路476號
160,702,台中市,蔡順輝中醫診所,台中市西區五權五街82-4號
161,706,台中市,靖唐中醫診所,台中市西區五權西一街11號
162,707,台中市,公益中醫診所,台中市西區向上北路231號
163,709,台中市,昭理中醫診所,台中市西區公益路48號1樓
164,712,台中市,長春中醫診所,台中市南區復興路三段360號
165,713,台中市,順天堂中醫診所,台中市南區文心南十路210號
166,718,台中市,明功堂中醫診所,台中市北區成功路428號
167,719,台中市,長青中醫診所,台中市北區東漢街7號1樓
168,725,台中市,大同中醫聯合診所,台中市西屯區黎明路三段308號
169,727,台中市,主安中醫診所,台中市西屯區河南路二段357號
170,728,台中市,信德中醫診所,台中市西屯區太原路一段197號
171,729,台中市,漢華中醫診所,台中市西屯區黎明路3段381－383號
172,730,台中市,神農讚中醫診所,台中市西屯區漢口路一段133號
173,732,台中市,喬邦中醫診所,台中市西屯區西屯路三段166之41號
174,733,台中市,醫龍中醫診所,台中市西屯區上安路132號1樓
175,734,台中市,詮恩中醫診所,台中市西屯區西屯路三段166-76號
176,737,台中市,辰安堂中醫診所,台中市南屯區精誠南路139號
177,738,台中市,臻品中醫診所,台中市南屯區東興路二段341號
178,739,台中市,東辰中醫診所,台中市南屯區河南路四段240號
179,743,台中市,保生中醫診所,台中市北屯區國校巷20號
180,748,台中市,晏琳中醫診所,台中市北屯區東山路一段197-5號
181,750,台中市,惠民中醫診所,台中市北屯區興安路一段270號1樓
182,751,台中市,光華中醫診所,台中市北屯區崇德路二段323號
183,752,台中市,千庭中醫診所,台中市北屯區北屯路441之8號
184,753,台中市,崇德中醫診所,台中市北屯區松竹路三段43號1樓
185,1365,台中市,惠康中醫診所,台中市北屯區文昌二街82號
186,1367,台中市,健祥中醫診所,台中市北區日興街182號1樓
187,1370,台中市,行願中醫診所,台中市東區力行路50號1樓
188,1402,台中市,睿生中醫診所,台中市北屯區松竹路二段321號
189,1459,台中市,工學北中醫診所,台中市南區工學北路65-1號
190,1460,台中市,奇恒中醫診所,台中市南屯區文心路一段428號
191,1461,台中市,愛仁中醫診所,台中市南屯路二段708好號
192,1527,台中市,信安中醫診所,台中市西區大進街210號1樓
193,1620,台中市,沐炅中醫診所,台中市北屯區太和一街91號
194,49,台北市,華泰中醫診所,台北市松山區新東街66巷18號1樓
195,198,台北市,天和堂中醫診所,台北市文山區景美街1－5號1樓
196,158,台北市,天璽中醫診所,台北市北市北投區裕民二路33巷2號1樓
197,193,台北市,漢方中醫聯合診所,台北市萬華區西園路2段254巷5號
198,56,台北市,杏福中醫診所,台北市大安區復興南路二段131號一樓
199,140,台北市,指筌中醫診所,台北市士林區德行西路102號1樓
200,1420,台北市,大安悅兒親子中醫診所,台北市大安區光復南路432號
201,93,台北市,滋和堂中醫診所,台北市中山區新生北路一段59-1號
202,1326,台北市,興安養生堂中醫診所,北市中山區興安街51之6號
203,128,台北市,同德中醫診所,台北市南港區同德路30號
204,113,台北市,雙連中醫診所,台北市中山區民生西路6號9樓
205,1331,台北市,慈護晶璽中醫診所,台北市信義區松信路38號
206,120,台北市,騏安中醫診所,台北市金湖路386號
207,137,台北市,天方中醫診所,台北市士林區中山北路六段157巷14號1樓
208,176,台北市,寧波中醫診所,台北市寧波西街80-1號
209,41,台北市,理想中醫診所,台北市松山區南京東路五段46號2樓
210,123,台北市,建榮中醫診所,台北市內湖區成功路三段174巷16號
211,94,台北市,駿琳大直中醫診所,台北市北安路598之一號
212,182,台北市,佳譽堂中醫診所,台北市中正區寧波西街71號
213,58,台北市,全德中醫診所,台北市大安區羅斯福路三段37號3樓
214,108,台北市,大直北安中醫診所,台北市中山區北安路575號
215,197,台北市,宏福中醫診所,台北市文山區木柵路一段182號1樓
216,141,台北市,寶安中醫診所,台北市士林區中正路407號1樓
217,51,台北市,欣百漢中醫診所,台北市松山區南京東路五段80號
218,121,台北市,錦禾中醫診所,台北市內湖區港墘路121號
219,146,台北市,士林錦禾中醫診所,台北市士林區士東路16號
220,190,台北市,厚德中醫診所,台北市中正區南昌路一段53號
221,37,台北市,新光醫院,台北市士林區士商路51號
222,1609,台北市,澄玥中醫診所,台北市中山區松江路100巷1號1樓
223,77,台北市,雲鼎中醫診所,台北市大安區光復南路306號
224,70,台北市,雲品中醫診所,台北市大安區忠孝東路四段216巷19弄4號
225,104,台北市,澄觀中醫診所,台北市中山區吉林路23號
226,139,台北市,悅展中醫診所,台北市士林區延平北路五段243號
227,80,台北市,昇陽一品中醫診所,台北市大安區敦化南路一段236巷9號
228,63,台北市,昇陽中醫診所,台北市大安區潮州街85號
229,43,台北市,仲佑中醫診所,台北市松山區八德路三段212號1樓
230,161,台北市,聖心中醫診所,台北市信義區和平東路三段391巷28號
231,183,台北市,日明耀中醫診所,台北市中正區重慶南路一段66之1號2樓
232,109,台北市,學德堂中醫診所,台北市中山區松江路97巷2-1號
233,81,台北市,保惠中醫診所,台北市大安區嘉興街363巷18弄1號
234,85,台北市,明昇中醫診所,台北市大同區赤峰街13號1樓
235,44,台北市,德昌中醫診所,台北市松山區延吉街38號1樓
236,67,台北市,醫心堂中醫診所,台北市大安區信義路四段267號二樓
237,203,台北市,星福中醫診所,台北市文山區景興路93號
238,189,台北市,汀洲中醫診所,台北市中正區汀州路2段213號1樓
239,180,台北市,峻毅中醫診所,台北市中正區和平西路1段30號
240,72,台北市,上璽中醫診所,台北市大安區信義路四段一號7樓之1
241,92,台北市,恩濟堂中醫診所,台北市中山區復興北路514巷63號
242,107,台北市,得原中醫診所,台北市北市中山區錦州街259號1樓
243,127,台北市,翰林中醫診所,台北市南港區研究院路一段27號
244,192,台北市,大道中醫診所,台北市中正區忠孝西路一段41號8樓之6
245,169,台北市,太淵中醫診所,台北市信義區松山路335號
246,1387,台北市,三軍總醫院附設民眾診療服務處,台北市內湖區成功路2段325號
247,136,台北市,惠眾中醫診所,台北市士林區美德街70號
248,126,台北市,泰興中醫診所,台北市內湖路一段629巷10號1樓
249,36,台北市,台北馬偕紀念醫院,台北市中山區中山北路二段92號
250,84,台北市,天一中醫診所,台北市大同區重慶北路三段98號
251,1419,台北市,養生堂中醫診所,台北市文山區忠順街一段80號
252,115,台北市,麗風堂中醫診所,台北市中山區中山北路二段12號2樓
253,98,台北市,新生中醫診所,台北市中山區興安街91號
254,151,台北市,慈愛中醫診所,台北市北投區自強街108號
255,46,台北市,民昇中醫診所,台北市民生東路五段87號
256,97,台北市,仁心堂中醫診所,台北市中山區長春路267號1樓
257,102,台北市,鼎昌中醫診所,台北市中山區南京東路三段200號3樓之2
258,1508,台北市,昀漾中醫診所,臺北市士林區文林路558號
259,76,台北市,忠孝昌盛堂中醫診所,台北市大安區忠孝東路4段205巷7弄1號3樓
260,47,台北市,欣悅中醫診所,台北市松山區南京東路四段193號
261,87,台北市,新悅中醫診所,台北市大同區民生西路71號1樓
262,71,台北市,明悅中醫診所,台北市大安區忠孝東路四段210-1號9樓
263,82,台北市,陳潮宗中醫診所,台北市大同區民權西路127號
264,147,台北市,士林同仁中醫診所,台北市士林區文林路402號
265,159,台北市,善揚中醫診所,台北市北投區西安街1段157號
266,153,台北市,定傳中醫診所,台北市北投區懷德街3-7號
267,60,台北市,薇晶中醫診所,台北市大安區忠孝東路四段270號2樓之1
268,35,台北市,台北長庚紀念醫院,台北市松山區敦化北路199號
269,38,台北市,中國醫藥大學附設醫院臺北分院,台北市內湖區內湖路二段360號
270,39,台北市,台北醫學大學附設醫院,台北市信義區吳興街252號
271,40,台北市,臺北市立萬芳醫院,台北市文山區興隆路三段111號
272,42,台北市,仁和堂中醫診所,台北市松山區八德路四段201號
273,45,台北市,博康中醫診所,台北市松山區南京東路五段280號1F
274,48,台北市,渼生堂中醫診所,台北市松山區八德路三段138號
275,50,台北市,春日和中醫診所,台北市松山區復興北路81巷35號
276,52,台北市,金龍堂中醫診所,台北市大安區泰順街17號一樓
277,53,台北市,醫道堂黃中醫診所,台北市大安區延吉街233之3號二樓
278,54,台北市,吉辰中醫診所,台北市大安區復興南路二段321號
279,55,台北市,宏秀堂中醫診所,台北市政大安區忠孝東路三段217巷2弄16號1樓
280,57,台北市,瑞康中醫診所,台北市大安區瑞安街208巷24弄12號
281,59,台北市,京禾中醫診所,台北市大安區復興南路二段173-1號2樓
282,61,台北市,景崧現代中醫診所,台北市大安區臨江里基隆路二段148號
283,62,台北市,大觀堂中醫診所,台北市大安區延吉街118號
284,64,台北市,吉升堂中醫診所,台北市泰順街44巷13號
285,68,台北市,樂業中醫診所,台北市大安區樂業街59號
286,73,台北市,易明中醫診所,台北市大安區辛亥路2段39號
287,74,台北市,康禾中醫診所,台北市大安區羅斯福路三段275號2樓
288,75,台北市,樂陽中醫診所,台北市大安區和平東路三段304號
289,78,台北市,德霖中醫診所,台北市大安區信義路四段168號1樓
290,79,台北市,詠恩中醫診所,台北市大安區和平東路三段236號
291,83,台北市,順天堂中醫診所,台北市大同區昌吉街79號
292,86,台北市,良元中醫診所,台北市大同區長安西路51-1號
293,88,台北市,京水堂中醫診所,台北市南京西路22號3樓
294,89,台北市,德全中醫診所,台北市中山區錦卅街171號
295,90,台北市,朝暉中醫診所,台北市中山區龍江路281巷1號2樓
296,91,台北市,有聲中醫診所,台北市中山區中原街50號
297,95,台北市,常生中醫診所,台北市中山區長安東路二段47號
298,96,台北市,元氣堂中醫診所,台北市中山區吉林路223號
299,99,台北市,景欣中醫診所,台北市中山區南京東路2段95號2樓
300,100,台北市,禾儒中醫診所,台北市中山區松江路268號5樓
301,103,台北市,傳愛經典中醫診所,台北市中山區龍江路29號
302,105,台北市,詠生中醫診所,台北市中山區樂群二路196號
303,106,台北市,東仁中醫診所,台北市錦州街275號
304,110,台北市,林國榮中醫診所,台北市民生東路二段112號
305,111,台北市,昌盛堂中醫診所,台北市中山區松江路277號2樓
306,112,台北市,吉林中醫診所,台北市中山區吉林路428號
307,114,台北市,醫誠堂中醫診所,台北市中山區龍江路185-1號一樓
308,116,台北市,晴光中醫診所,台北市中山區雙城街四巷2號
309,117,台北市,祐瑞中醫診所,台北市中山區松江路69巷11號1樓
310,118,台北市,璟榮中醫診所,台北市東湖路43巷31號
311,119,台北市,麗馨中醫診所,台北市內湖區東湖路120號2樓
312,122,台北市,恩光中醫診所,台北市內湖區江南街15號
313,124,台北市,善品中醫診所,台北市內湖區成功路四段30巷22號
314,125,台北市,瀚威中醫診所,台北市內湖區新明路277號
315,129,台北市,杞子中醫診所,台北市南港區南港路一段 169號2樓
316,130,台北市,信愛中醫診所,台北市士林區文林路478號1樓
317,131,台北市,新長庚中醫診所,台北市士林區大東路176號一樓
318,132,台北市,寬安中醫診所,台北市士林區士東路50號
319,133,台北市,顏居雲中醫診所,台北市士林區華齡街72號1樓
320,134,台北市,仰德中醫診所,台北市士林區天母北路18號
321,135,台北市,福華中醫診所,台北市忠誠路二段76巷8號1樓
322,138,台北市,一春堂中醫診所,台北市士林區德行東路187-1號
323,142,台北市,芝音中醫診所,台北市士林區福華路128巷10號
324,143,台北市,承新中醫診所,台北市士林區中正路203號2樓
325,144,台北市,社子中醫診所,台北市士林區延平北路六段87號
326,145,台北市,承德中醫診所,台北市士林區大南路277號1樓
327,148,台北市,泰昌堂中醫診所,台北市中山北路六段208號2F
328,149,台北市,耕德中醫診所,台北市北投區中央北路一段38號
329,150,台北市,華杏中醫診所,台北市北投區西安街一段369號二樓
330,152,台北市,佳禾中醫診所,台北市北投區石牌路一段101號
331,154,台北市,石牌尊賢中醫診所,台北市北投區尊賢街249巷2號
332,155,台北市,悅馨中醫診所,台北市北投區西安街一段173號
333,156,台北市,三合中醫診所,台北市北投區三合街二段446號
334,157,台北市,全禾中醫診所,台北市北投區光明路166號1樓
335,160,台北市,蔡榮鏡中醫診所,台北市信義區林口街24巷8號
336,162,台北市,大成中醫診所,台北市信義區永吉路200巷56弄2號
337,163,台北市,陳士源中醫診所,台北市信義區永吉路492號1樓
338,164,台北市,格康中醫診所,台北市信義區莊敬路437號1樓
339,165,台北市,興漢中醫診所,台北市信義區虎林街121巷10號1樓
340,166,台北市,微笑中醫診所,台北市信義區忠孝東路五段71巷11弄2號
