,2003,臺灣地區,4.1
,2003,新北市,4.2
,2003,臺北市,3.5
,2003,桃園市,3.7
,2003,臺中市,4.5
,2003,臺南市,4.2
,2003,高雄市,4.7
,2003,宜蘭縣,4.6
,2003,新竹縣,2.7
,2003,苗栗縣,3.7
,2003,彰化縣,4
,2003,南投縣,4.1
,2003,雲林縣,6
,2003,嘉義縣,4.5
,2003,屏東縣,4.3
,2003,臺東縣,5
,2003,花蓮縣,3.8
,2003,澎湖縣,5.6
,2003,基隆市,3.8
,2003,新竹市,3.6
,2003,嘉義市,3.7
,2003,金門縣,2.5
,2003,連江縣,1
,2004,臺灣地區,4.1
,2004,新北市,4.1
,2004,臺北市,3.5
,2004,桃園市,3.9
,2004,臺中市,4.5
,2004,臺南市,4.2
,2004,高雄市,4.4
,2004,宜蘭縣,4.3
,2004,新竹縣,2.8
,2004,苗栗縣,3.6
,2004,彰化縣,5.1
,2004,南投縣,3.9
,2004,雲林縣,5.2
,2004,嘉義縣,4.4
,2004,屏東縣,5.1
,2004,臺東縣,3.6
,2004,花蓮縣,3.7
,2004,澎湖縣,3.4
,2004,基隆市,4
,2004,新竹市,3.6
,2004,嘉義市,3.4
,2004,金門縣,1.7
,2004,連江縣,0.8
,2005,臺灣地區,4
,2005,新北市,4.4
,2005,臺北市,3.5
,2005,桃園市,3.5
,2005,臺中市,4
,2005,臺南市,4.3
,2005,高雄市,4
,2005,宜蘭縣,4.3
,2005,新竹縣,2.7
,2005,苗栗縣,4.1
,2005,彰化縣,4.4
,2005,南投縣,4.4
,2005,雲林縣,4.6
,2005,嘉義縣,4.1
,2005,屏東縣,4.9
,2005,臺東縣,5.9
,2005,花蓮縣,4.7
,2005,澎湖縣,4.7
,2005,基隆市,4.7
,2005,新竹市,3.6
,2005,嘉義市,3.4
,2005,金門縣,2.3
,2005,連江縣,0.4
,2006,臺灣地區,4
,2006,新北市,4
,2006,臺北市,3.4
,2006,桃園市,3.6
,2006,臺中市,4
,2006,臺南市,4.1
,2006,高雄市,4.7
,2006,宜蘭縣,3.9
,2006,新竹縣,2.6
,2006,苗栗縣,3.5
,2006,彰化縣,4.3
,2006,南投縣,4.1
,2006,雲林縣,5.4
,2006,嘉義縣,4.9
,2006,屏東縣,4.3
,2006,臺東縣,5.5
,2006,花蓮縣,4
,2006,澎湖縣,4.5
,2006,基隆市,4.1
,2006,新竹市,4.2
,2006,嘉義市,4.1
,2006,金門縣,1.8
,2006,連江縣,0.5
,2007,臺灣地區,4
,2007,新北市,3.7
,2007,臺北市,3.5
,2007,桃園市,3.7
,2007,臺中市,4.5
,2007,臺南市,3.7
,2007,高雄市,4.5
,2007,宜蘭縣,4.6
,2007,新竹縣,3.5
,2007,苗栗縣,3.6
,2007,彰化縣,4.3
,2007,南投縣,5.1
,2007,雲林縣,6.1
,2007,嘉義縣,4.5
,2007,屏東縣,4.8
,2007,臺東縣,5.3
,2007,花蓮縣,3.2
,2007,澎湖縣,4
,2007,基隆市,4
,2007,新竹市,3.8
,2007,嘉義市,3.8
,2007,金門縣,2.7
,2007,連江縣,0.7
,2008,臺灣地區,4.2
,2008,新北市,4.1
,2008,臺北市,3.8
,2008,桃園市,4.5
,2008,臺中市,4.5
,2008,臺南市,4
,2008,高雄市,4.3
,2008,宜蘭縣,4.9
,2008,新竹縣,4.1
,2008,苗栗縣,3.9
,2008,彰化縣,4.4
,2008,南投縣,5.3
,2008,雲林縣,5.3
,2008,嘉義縣,5.5
,2008,屏東縣,4.1
,2008,臺東縣,4.9
,2008,花蓮縣,3.5
,2008,澎湖縣,4
,2008,基隆市,4.2
,2008,新竹市,3.6
,2008,嘉義市,3.9
,2008,金門縣,3.4
,2008,連江縣,0.6
,2009,臺灣地區,5.6
,2009,新北市,5.7
